#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
76,4,5.75,1.27,0.154,-0.34,112.14,0.254668,0.0127334,0.05,-3.36613,1.81615,0.797875,0.049279
76,5,5.75,1.27,0.154,-0.34,127.23,0.19958,0.00997901,0.05,-3.36613,1.81615,0.797875,0.049279
76,6,5.75,1.27,0.154,-0.34,142.31,0.181582,0.0090791,0.05,-3.36613,1.81615,0.797875,0.049279
76,7,5.75,1.27,0.154,-0.34,157.38,0.150372,0.0075186,0.05,-3.36613,1.81615,0.797875,0.049279
76,8,5.75,1.27,0.154,-0.34,172.46,0.168704,0.00843522,0.05,-3.36613,1.81615,0.797875,0.049279
76,9,5.75,1.27,0.154,-0.34,187.54,0.161081,0.00805405,0.05,-3.36613,1.81615,0.797875,0.049279
76,10,5.75,1.27,0.154,-0.34,202.62,0.152717,0.00763584,0.05,-3.36613,1.81615,0.797875,0.049279
76,11,5.75,1.27,0.154,-0.34,217.69,0.17774,0.00888702,0.05,-3.36613,1.81615,0.797875,0.049279
76,12,5.75,1.27,0.154,-0.34,232.77,0.211439,0.0105719,0.05,-3.36613,1.81615,0.797875,0.049279
76,13,5.75,1.27,0.154,-0.34,247.86,0.231785,0.0115893,0.05,-3.36613,1.81615,0.797875,0.049279
76,14,5.75,1.27,0.154,-0.34,262.95,0.300142,0.0150071,0.05,-3.36613,1.81615,0.797875,0.049279
76,15,5.75,1.27,0.154,-0.34,278.05,0.395592,0.0197796,0.05,-3.36613,1.81615,0.797875,0.049279
76,16,5.75,1.27,0.154,-0.34,293.17,0.590095,0.0295047,0.05,-3.36613,1.81615,0.797875,0.049279
76,17,5.75,1.27,0.154,-0.34,308.2,0.902491,0.0451246,0.05,-3.36613,1.81615,0.797875,0.049279
77,0,5.75,1.27,0.154,-0.45,41.09,0.808548,0.0404274,0.05,-3.19633,1.61191,0.472648,0.0363704
77,1,5.75,1.27,0.154,-0.45,51.65,0.536371,0.0268185,0.05,-3.19633,1.61191,0.472648,0.0363704
77,2,5.75,1.27,0.154,-0.45,66.81,0.313168,0.0156584,0.05,-3.19633,1.61191,0.472648,0.0363704
77,3,5.75,1.27,0.154,-0.45,81.93,0.197864,0.00989322,0.05,-3.19633,1.61191,0.472648,0.0363704
77,4,5.75,1.27,0.154,-0.45,97.04,0.173273,0.00866364,0.05,-3.19633,1.61191,0.472648,0.0363704
77,5,5.75,1.27,0.154,-0.45,112.13,0.126695,0.00633476,0.05,-3.19633,1.61191,0.472648,0.0363704
77,6,5.75,1.27,0.154,-0.45,127.22,0.102525,0.00512626,0.05,-3.19633,1.61191,0.472648,0.0363704
77,7,5.75,1.27,0.154,-0.45,142.3,0.0961414,0.00480707,0.05,-3.19633,1.61191,0.472648,0.0363704
77,8,5.75,1.27,0.154,-0.45,157.38,0.102175,0.00510876,0.05,-3.19633,1.61191,0.472648,0.0363704
77,9,5.75,1.27,0.154,-0.45,172.46,0.0997605,0.00498803,0.05,-3.19633,1.61191,0.472648,0.0363704
77,10,5.75,1.27,0.154,-0.45,187.54,0.09952,0.004976,0.05,-3.19633,1.61191,0.472648,0.0363704
77,11,5.75,1.27,0.154,-0.45,202.62,0.100534,0.00502671,0.05,-3.19633,1.61191,0.472648,0.0363704
77,12,5.75,1.27,0.154,-0.45,217.7,0.104815,0.00524075,0.05,-3.19633,1.61191,0.472648,0.0363704
77,13,5.75,1.27,0.154,-0.45,232.78,0.112596,0.0056298,0.05,-3.19633,1.61191,0.472648,0.0363704
77,14,5.75,1.27,0.154,-0.45,247.87,0.14313,0.00715652,0.05,-3.19633,1.61191,0.472648,0.0363704
77,15,5.75,1.27,0.154,-0.45,262.96,0.161941,0.00809704,0.05,-3.19633,1.61191,0.472648,0.0363704
77,16,5.75,1.27,0.154,-0.45,278.07,0.212011,0.0106006,0.05,-3.19633,1.61191,0.472648,0.0363704
77,17,5.75,1.27,0.154,-0.45,293.19,0.309288,0.0154644,0.05,-3.19633,1.61191,0.472648,0.0363704
77,18,5.75,1.27,0.154,-0.45,308.35,0.519625,0.0259813,0.05,-3.19633,1.61191,0.472648,0.0363704
77,19,5.75,1.27,0.154,-0.45,318.91,0.782676,0.0391338,0.05,-3.19633,1.61191,0.472648,0.0363704
78,0,5.75,1.39,0.155,-0.11,68.41,4.18583,0.209291,0.05,-3.11559,2.39131,2.0385,0.0864591
78,1,5.75,1.39,0.155,-0.11,82.12,2.91517,0.145759,0.05,-3.11559,2.39131,2.0385,0.0864591
78,2,5.75,1.39,0.155,-0.11,97.15,2.29619,0.114809,0.05,-3.11559,2.39131,2.0385,0.0864591
78,3,5.75,1.39,0.155,-0.11,112.22,1.80424,0.0902122,0.05,-3.11559,2.39131,2.0385,0.0864591
78,4,5.75,1.39,0.155,-0.11,127.28,1.424,0.0711999,0.05,-3.11559,2.39131,2.0385,0.0864591
78,5,5.75,1.39,0.155,-0.11,142.34,1.3218,0.0660898,0.05,-3.11559,2.39131,2.0385,0.0864591
78,6,5.75,1.39,0.155,-0.11,157.4,1.2769,0.0638451,0.05,-3.11559,2.39131,2.0385,0.0864591
78,7,5.75,1.39,0.155,-0.11,172.47,1.22286,0.0611432,0.05,-3.11559,2.39131,2.0385,0.0864591
78,8,5.75,1.39,0.155,-0.11,187.53,1.18883,0.0594416,0.05,-3.11559,2.39131,2.0385,0.0864591
78,9,5.75,1.39,0.155,-0.11,202.6,1.19509,0.0597544,0.05,-3.11559,2.39131,2.0385,0.0864591
78,10,5.75,1.39,0.155,-0.11,217.66,1.28892,0.0644458,0.05,-3.11559,2.39131,2.0385,0.0864591
78,11,5.75,1.39,0.155,-0.11,232.72,1.48726,0.0743629,0.05,-3.11559,2.39131,2.0385,0.0864591
78,12,5.75,1.39,0.155,-0.11,247.78,1.78233,0.0891164,0.05,-3.11559,2.39131,2.0385,0.0864591
78,13,5.75,1.39,0.155,-0.11,262.85,2.2419,0.112095,0.05,-3.11559,2.39131,2.0385,0.0864591
78,14,5.75,1.39,0.155,-0.11,277.88,3.25308,0.162654,0.05,-3.11559,2.39131,2.0385,0.0864591
78,15,5.75,1.39,0.155,-0.11,291.59,3.88803,0.194402,0.05,-3.11559,2.39131,2.0385,0.0864591
79,0,5.75,1.39,0.155,-0.15,68.06,2.81659,0.140829,0.05,-3.27137,2.27322,1.74559,0.0723391
79,1,5.75,1.39,0.155,-0.15,82.05,2.00419,0.100209,0.05,-3.27137,2.27322,1.74559,0.0723391
79,2,5.75,1.39,0.155,-0.15,97.13,1.36356,0.0681779,0.05,-3.27137,2.27322,1.74559,0.0723391
79,3,5.75,1.39,0.155,-0.15,112.2,1.0609,0.0530451,0.05,-3.27137,2.27322,1.74559,0.0723391
79,4,5.75,1.39,0.155,-0.15,127.27,0.817138,0.0408569,0.05,-3.27137,2.27322,1.74559,0.0723391
79,5,5.75,1.39,0.155,-0.15,142.33,0.79376,0.039688,0.05,-3.27137,2.27322,1.74559,0.0723391
79,6,5.75,1.39,0.155,-0.15,157.4,0.74378,0.037189,0.05,-3.27137,2.27322,1.74559,0.0723391
79,7,5.75,1.39,0.155,-0.15,172.47,0.674962,0.0337481,0.05,-3.27137,2.27322,1.74559,0.0723391
79,8,5.75,1.39,0.155,-0.15,187.53,0.781992,0.0390996,0.05,-3.27137,2.27322,1.74559,0.0723391
79,9,5.75,1.39,0.155,-0.15,202.6,0.773432,0.0386716,0.05,-3.27137,2.27322,1.74559,0.0723391
79,10,5.75,1.39,0.155,-0.15,217.67,0.893384,0.0446692,0.05,-3.27137,2.27322,1.74559,0.0723391
79,11,5.75,1.39,0.155,-0.15,232.73,0.887362,0.0443681,0.05,-3.27137,2.27322,1.74559,0.0723391
79,12,5.75,1.39,0.155,-0.15,247.8,1.00342,0.0501712,0.05,-3.27137,2.27322,1.74559,0.0723391
79,13,5.75,1.39,0.155,-0.15,262.87,1.52176,0.0760881,0.05,-3.27137,2.27322,1.74559,0.0723391
79,14,5.75,1.39,0.155,-0.15,277.95,1.83156,0.091578,0.05,-3.27137,2.27322,1.74559,0.0723391
79,15,5.75,1.39,0.155,-0.15,291.94,2.58433,0.129217,0.05,-3.27137,2.27322,1.74559,0.0723391
80,0,5.75,1.39,0.155,-0.2,67.32,1.6073,0.0803651,0.05,-3.37647,2.1375,1.4332,0.0591641
80,1,5.75,1.39,0.155,-0.2,82.02,1.21191,0.0605954,0.05,-3.37647,2.1375,1.4332,0.0591641
80,2,5.75,1.39,0.155,-0.2,97.11,0.888368,0.0444184,0.05,-3.37647,2.1375,1.4332,0.0591641
80,3,5.75,1.39,0.155,-0.2,112.19,0.729024,0.0364512,0.05,-3.37647,2.1375,1.4332,0.0591641
80,4,5.75,1.39,0.155,-0.2,127.26,0.532946,0.0266473,0.05,-3.37647,2.1375,1.4332,0.0591641
80,5,5.75,1.39,0.155,-0.2,142.33,0.495486,0.0247743,0.05,-3.37647,2.1375,1.4332,0.0591641
80,6,5.75,1.39,0.155,-0.2,157.4,0.413816,0.0206908,0.05,-3.37647,2.1375,1.4332,0.0591641
80,7,5.75,1.39,0.155,-0.2,172.47,0.475224,0.0237612,0.05,-3.37647,2.1375,1.4332,0.0591641
80,8,5.75,1.39,0.155,-0.2,187.53,0.44403,0.0222015,0.05,-3.37647,2.1375,1.4332,0.0591641
80,9,5.75,1.39,0.155,-0.2,202.6,0.455779,0.022789,0.05,-3.37647,2.1375,1.4332,0.0591641
80,10,5.75,1.39,0.155,-0.2,217.67,0.481017,0.0240508,0.05,-3.37647,2.1375,1.4332,0.0591641
80,11,5.75,1.39,0.155,-0.2,232.74,0.653245,0.0326623,0.05,-3.37647,2.1375,1.4332,0.0591641
80,12,5.75,1.39,0.155,-0.2,247.81,0.751259,0.0375629,0.05,-3.37647,2.1375,1.4332,0.0591641
80,13,5.75,1.39,0.155,-0.2,262.89,0.973382,0.0486691,0.05,-3.37647,2.1375,1.4332,0.0591641
80,14,5.75,1.39,0.155,-0.2,277.98,1.13054,0.0565272,0.05,-3.37647,2.1375,1.4332,0.0591641
80,15,5.75,1.39,0.155,-0.2,292.68,1.65603,0.0828014,0.05,-3.37647,2.1375,1.4332,0.0591641
81,0,5.75,1.39,0.155,-0.26,66.92,1.08467,0.0542334,0.05,-3.41144,1.9901,1.12356,0.0476838
81,1,5.75,1.39,0.155,-0.26,82,0.722473,0.0361236,0.05,-3.41144,1.9901,1.12356,0.0476838
81,2,5.75,1.39,0.155,-0.26,97.09,0.539823,0.0269912,0.05,-3.41144,1.9901,1.12356,0.0476838
81,3,5.75,1.39,0.155,-0.26,112.18,0.418891,0.0209445,0.05,-3.41144,1.9901,1.12356,0.0476838
81,4,5.75,1.39,0.155,-0.26,127.25,0.386661,0.019333,0.05,-3.41144,1.9901,1.12356,0.0476838
81,5,5.75,1.39,0.155,-0.26,142.32,0.314603,0.0157301,0.05,-3.41144,1.9901,1.12356,0.0476838
81,6,5.75,1.39,0.155,-0.26,157.39,0.324508,0.0162254,0.05,-3.41144,1.9901,1.12356,0.0476838
81,7,5.75,1.39,0.155,-0.26,172.46,0.290917,0.0145459,0.05,-3.41144,1.9901,1.12356,0.0476838
81,8,5.75,1.39,0.155,-0.26,187.54,0.280745,0.0140372,0.05,-3.41144,1.9901,1.12356,0.0476838
81,9,5.75,1.39,0.155,-0.26,202.61,0.278541,0.0139271,0.05,-3.41144,1.9901,1.12356,0.0476838
81,10,5.75,1.39,0.155,-0.26,217.68,0.29443,0.0147215,0.05,-3.41144,1.9901,1.12356,0.0476838
81,11,5.75,1.39,0.155,-0.26,232.75,0.317674,0.0158837,0.05,-3.41144,1.9901,1.12356,0.0476838
81,12,5.75,1.39,0.155,-0.26,247.82,0.41187,0.0205935,0.05,-3.41144,1.9901,1.12356,0.0476838
81,13,5.75,1.39,0.155,-0.26,262.91,0.560661,0.0280331,0.05,-3.41144,1.9901,1.12356,0.0476838
81,14,5.75,1.39,0.155,-0.26,278,0.733235,0.0366617,0.05,-3.41144,1.9901,1.12356,0.0476838
81,15,5.75,1.39,0.155,-0.26,293.08,1.145,0.05725,0.05,-3.41144,1.9901,1.12356,0.0476838
82,0,5.75,1.39,0.155,-0.34,54.08,0.844365,0.0422182,0.05,-3.36011,1.81615,0.799058,0.0369715
82,1,5.75,1.39,0.155,-0.34,66.88,0.609629,0.0304814,0.05,-3.36011,1.81615,0.799058,0.0369715
82,2,5.75,1.39,0.155,-0.34,81.99,0.417433,0.0208716,0.05,-3.36011,1.81615,0.799058,0.0369715
82,3,5.75,1.39,0.155,-0.34,97.08,0.32533,0.0162665,0.05,-3.36011,1.81615,0.799058,0.0369715
82,4,5.75,1.39,0.155,-0.34,112.17,0.240843,0.0120421,0.05,-3.36011,1.81615,0.799058,0.0369715
82,5,5.75,1.39,0.155,-0.34,127.25,0.203264,0.0101632,0.05,-3.36011,1.81615,0.799058,0.0369715
82,6,5.75,1.39,0.155,-0.34,142.32,0.176524,0.00882621,0.05,-3.36011,1.81615,0.799058,0.0369715
82,7,5.75,1.39,0.155,-0.34,157.39,0.161506,0.00807531,0.05,-3.36011,1.81615,0.799058,0.0369715
82,8,5.75,1.39,0.155,-0.34,172.46,0.162889,0.00814446,0.05,-3.36011,1.81615,0.799058,0.0369715
82,9,5.75,1.39,0.155,-0.34,187.54,0.160977,0.00804887,0.05,-3.36011,1.81615,0.799058,0.0369715
82,10,5.75,1.39,0.155,-0.34,202.61,0.186839,0.00934193,0.05,-3.36011,1.81615,0.799058,0.0369715
82,11,5.75,1.39,0.155,-0.34,217.68,0.184499,0.00922493,0.05,-3.36011,1.81615,0.799058,0.0369715
82,12,5.75,1.39,0.155,-0.34,232.75,0.216712,0.0108356,0.05,-3.36011,1.81615,0.799058,0.0369715
82,13,5.75,1.39,0.155,-0.34,247.83,0.259134,0.0129567,0.05,-3.36011,1.81615,0.799058,0.0369715
82,14,5.75,1.39,0.155,-0.34,262.92,0.339168,0.0169584,0.05,-3.36011,1.81615,0.799058,0.0369715
82,15,5.75,1.39,0.155,-0.34,278.01,0.422894,0.0211447,0.05,-3.36011,1.81615,0.799058,0.0369715
82,16,5.75,1.39,0.155,-0.34,293.12,0.573249,0.0286625,0.05,-3.36011,1.81615,0.799058,0.0369715
82,17,5.75,1.39,0.155,-0.34,305.92,0.855213,0.0427606,0.05,-3.36011,1.81615,0.799058,0.0369715
83,0,5.75,1.39,0.155,-0.45,51.97,0.522671,0.0261336,0.05,-3.19111,1.61191,0.473923,0.027299
83,1,5.75,1.39,0.155,-0.45,66.88,0.315622,0.0157811,0.05,-3.19111,1.61191,0.473923,0.027299
83,2,5.75,1.39,0.155,-0.45,81.98,0.231378,0.0115689,0.05,-3.19111,1.61191,0.473923,0.027299
83,3,5.75,1.39,0.155,-0.45,97.08,0.153535,0.00767676,0.05,-3.19111,1.61191,0.473923,0.027299
83,4,5.75,1.39,0.155,-0.45,112.16,0.135284,0.0067642,0.05,-3.19111,1.61191,0.473923,0.027299
83,5,5.75,1.39,0.155,-0.45,127.24,0.124966,0.0062483,0.05,-3.19111,1.61191,0.473923,0.027299
83,6,5.75,1.39,0.155,-0.45,142.32,0.110309,0.00551543,0.05,-3.19111,1.61191,0.473923,0.027299
83,7,5.75,1.39,0.155,-0.45,157.39,0.0909147,0.00454574,0.05,-3.19111,1.61191,0.473923,0.027299
83,8,5.75,1.39,0.155,-0.45,172.46,0.0881856,0.00440928,0.05,-3.19111,1.61191,0.473923,0.027299
83,9,5.75,1.39,0.155,-0.45,187.54,0.0978727,0.00489363,0.05,-3.19111,1.61191,0.473923,0.027299
83,10,5.75,1.39,0.155,-0.45,202.61,0.0924093,0.00462047,0.05,-3.19111,1.61191,0.473923,0.027299
83,11,5.75,1.39,0.155,-0.45,217.68,0.104161,0.00520807,0.05,-3.19111,1.61191,0.473923,0.027299
83,12,5.75,1.39,0.155,-0.45,232.76,0.127358,0.00636791,0.05,-3.19111,1.61191,0.473923,0.027299
83,13,5.75,1.39,0.155,-0.45,247.84,0.136893,0.00684467,0.05,-3.19111,1.61191,0.473923,0.027299
83,14,5.75,1.39,0.155,-0.45,262.92,0.160208,0.00801039,0.05,-3.19111,1.61191,0.473923,0.027299
83,15,5.75,1.39,0.155,-0.45,278.02,0.219366,0.0109683,0.05,-3.19111,1.61191,0.473923,0.027299
83,16,5.75,1.39,0.155,-0.45,293.12,0.322814,0.0161407,0.05,-3.19111,1.61191,0.473923,0.027299
83,17,5.75,1.39,0.155,-0.45,308.03,0.490376,0.0245188,0.05,-3.19111,1.61191,0.473923,0.027299
84,0,5.75,1.45,0.184,-0.11,7.85,4.55732,0.227866,0.05,-3.01669,2.39131,1.94938,0.0761561
84,1,5.75,1.45,0.184,-0.11,22.93,4.04109,0.202055,0.05,-3.01669,2.39131,1.94938,0.0761561
84,2,5.75,1.45,0.184,-0.11,37.42,2.94189,0.147095,0.05,-3.01669,2.39131,1.94938,0.0761561
84,3,5.75,1.45,0.184,-0.11,52.08,2.34347,0.117174,0.05,-3.01669,2.39131,1.94938,0.0761561
84,4,5.75,1.45,0.184,-0.11,67.09,1.68882,0.0844409,0.05,-3.01669,2.39131,1.94938,0.0761561
84,5,5.75,1.45,0.184,-0.11,82.13,1.16823,0.0584117,0.05,-3.01669,2.39131,1.94938,0.0761561
84,6,5.75,1.45,0.184,-0.11,97.17,1.04416,0.052208,0.05,-3.01669,2.39131,1.94938,0.0761561
84,7,5.75,1.45,0.184,-0.11,112.21,0.847954,0.0423977,0.05,-3.01669,2.39131,1.94938,0.0761561
84,8,5.75,1.45,0.184,-0.11,127.27,0.6143,0.030715,0.05,-3.01669,2.39131,1.94938,0.0761561
84,9,5.75,1.45,0.184,-0.11,142.33,0.54546,0.027273,0.05,-3.01669,2.39131,1.94938,0.0761561
84,10,5.75,1.45,0.184,-0.11,157.39,0.494339,0.0247169,0.05,-3.01669,2.39131,1.94938,0.0761561
84,11,5.75,1.45,0.184,-0.11,172.46,0.499208,0.0249604,0.05,-3.01669,2.39131,1.94938,0.0761561
84,12,5.75,1.45,0.184,-0.11,187.54,0.52446,0.026223,0.05,-3.01669,2.39131,1.94938,0.0761561
84,13,5.75,1.45,0.184,-0.11,202.61,0.587151,0.0293576,0.05,-3.01669,2.39131,1.94938,0.0761561
84,14,5.75,1.45,0.184,-0.11,217.67,0.587615,0.0293807,0.05,-3.01669,2.39131,1.94938,0.0761561
84,15,5.75,1.45,0.184,-0.11,232.73,0.645869,0.0322935,0.05,-3.01669,2.39131,1.94938,0.0761561
84,16,5.75,1.45,0.184,-0.11,247.79,0.893732,0.0446866,0.05,-3.01669,2.39131,1.94938,0.0761561
84,17,5.75,1.45,0.184,-0.11,262.83,0.946291,0.0473145,0.05,-3.01669,2.39131,1.94938,0.0761561
84,18,5.75,1.45,0.184,-0.11,277.87,1.35011,0.0675057,0.05,-3.01669,2.39131,1.94938,0.0761561
84,19,5.75,1.45,0.184,-0.11,292.91,1.67844,0.083922,0.05,-3.01669,2.39131,1.94938,0.0761561
84,20,5.75,1.45,0.184,-0.11,307.92,2.33568,0.116784,0.05,-3.01669,2.39131,1.94938,0.0761561
84,21,5.75,1.45,0.184,-0.11,322.58,2.74842,0.137421,0.05,-3.01669,2.39131,1.94938,0.0761561
84,22,5.75,1.45,0.184,-0.11,337.07,3.84014,0.192007,0.05,-3.01669,2.39131,1.94938,0.0761561
84,23,5.75,1.45,0.184,-0.11,352.15,4.90821,0.24541,0.05,-3.01669,2.39131,1.94938,0.0761561
85,0,5.75,1.45,0.184,-0.15,24.27,3.37052,0.168526,0.05,-3.14288,2.27322,1.68564,0.0647016
85,1,5.75,1.45,0.184,-0.15,38,2.65721,0.132861,0.05,-3.14288,2.27322,1.68564,0.0647016
85,2,5.75,1.45,0.184,-0.15,51.97,1.69011,0.0845054,0.05,-3.14288,2.27322,1.68564,0.0647016
85,3,5.75,1.45,0.184,-0.15,67.01,1.19143,0.0595713,0.05,-3.14288,2.27322,1.68564,0.0647016
85,4,5.75,1.45,0.184,-0.15,82.07,0.886357,0.0443179,0.05,-3.14288,2.27322,1.68564,0.0647016
85,5,5.75,1.45,0.184,-0.15,97.13,0.709779,0.035489,0.05,-3.14288,2.27322,1.68564,0.0647016
85,6,5.75,1.45,0.184,-0.15,112.19,0.546137,0.0273069,0.05,-3.14288,2.27322,1.68564,0.0647016
85,7,5.75,1.45,0.184,-0.15,127.25,0.444778,0.0222389,0.05,-3.14288,2.27322,1.68564,0.0647016
85,8,5.75,1.45,0.184,-0.15,142.32,0.3616,0.01808,0.05,-3.14288,2.27322,1.68564,0.0647016
85,9,5.75,1.45,0.184,-0.15,157.39,0.357595,0.0178797,0.05,-3.14288,2.27322,1.68564,0.0647016
85,10,5.75,1.45,0.184,-0.15,172.46,0.409233,0.0204617,0.05,-3.14288,2.27322,1.68564,0.0647016
85,11,5.75,1.45,0.184,-0.15,187.54,0.353905,0.0176953,0.05,-3.14288,2.27322,1.68564,0.0647016
85,12,5.75,1.45,0.184,-0.15,202.61,0.365603,0.0182801,0.05,-3.14288,2.27322,1.68564,0.0647016
85,13,5.75,1.45,0.184,-0.15,217.68,0.396742,0.0198371,0.05,-3.14288,2.27322,1.68564,0.0647016
85,14,5.75,1.45,0.184,-0.15,232.75,0.465287,0.0232644,0.05,-3.14288,2.27322,1.68564,0.0647016
85,15,5.75,1.45,0.184,-0.15,247.81,0.535659,0.026783,0.05,-3.14288,2.27322,1.68564,0.0647016
85,16,5.75,1.45,0.184,-0.15,262.87,0.683552,0.0341776,0.05,-3.14288,2.27322,1.68564,0.0647016
85,17,5.75,1.45,0.184,-0.15,277.93,0.841156,0.0420578,0.05,-3.14288,2.27322,1.68564,0.0647016
85,18,5.75,1.45,0.184,-0.15,292.99,1.25802,0.0629008,0.05,-3.14288,2.27322,1.68564,0.0647016
85,19,5.75,1.45,0.184,-0.15,308.03,1.76907,0.0884537,0.05,-3.14288,2.27322,1.68564,0.0647016
85,20,5.75,1.45,0.184,-0.15,322,2.70552,0.135276,0.05,-3.14288,2.27322,1.68564,0.0647016
85,21,5.75,1.45,0.184,-0.15,335.73,3.48454,0.174227,0.05,-3.14288,2.27322,1.68564,0.0647016
86,0,5.75,1.45,0.184,-0.2,38.92,1.92082,0.0960412,0.05,-3.22608,2.1375,1.40537,0.0538443
86,1,5.75,1.45,0.184,-0.2,51.87,1.33863,0.0669317,0.05,-3.22608,2.1375,1.40537,0.0538443
86,2,5.75,1.45,0.184,-0.2,66.95,0.799601,0.0399801,0.05,-3.22608,2.1375,1.40537,0.0538443
86,3,5.75,1.45,0.184,-0.2,82.03,0.547786,0.0273893,0.05,-3.22608,2.1375,1.40537,0.0538443
86,4,5.75,1.45,0.184,-0.2,97.1,0.446249,0.0223125,0.05,-3.22608,2.1375,1.40537,0.0538443
86,5,5.75,1.45,0.184,-0.2,112.17,0.350026,0.0175013,0.05,-3.22608,2.1375,1.40537,0.0538443
86,6,5.75,1.45,0.184,-0.2,127.24,0.283837,0.0141918,0.05,-3.22608,2.1375,1.40537,0.0538443
86,7,5.75,1.45,0.184,-0.2,142.31,0.255663,0.0127832,0.05,-3.22608,2.1375,1.40537,0.0538443
86,8,5.75,1.45,0.184,-0.2,157.39,0.239937,0.0119969,0.05,-3.22608,2.1375,1.40537,0.0538443
86,9,5.75,1.45,0.184,-0.2,172.46,0.219057,0.0109528,0.05,-3.22608,2.1375,1.40537,0.0538443
86,10,5.75,1.45,0.184,-0.2,187.54,0.239153,0.0119576,0.05,-3.22608,2.1375,1.40537,0.0538443
86,11,5.75,1.45,0.184,-0.2,202.61,0.22941,0.0114705,0.05,-3.22608,2.1375,1.40537,0.0538443
86,12,5.75,1.45,0.184,-0.2,217.69,0.274828,0.0137414,0.05,-3.22608,2.1375,1.40537,0.0538443
86,13,5.75,1.45,0.184,-0.2,232.76,0.307593,0.0153796,0.05,-3.22608,2.1375,1.40537,0.0538443
86,14,5.75,1.45,0.184,-0.2,247.83,0.364202,0.0182101,0.05,-3.22608,2.1375,1.40537,0.0538443
86,15,5.75,1.45,0.184,-0.2,262.9,0.383329,0.0191665,0.05,-3.22608,2.1375,1.40537,0.0538443
86,16,5.75,1.45,0.184,-0.2,277.97,0.588078,0.0294039,0.05,-3.22608,2.1375,1.40537,0.0538443
86,17,5.75,1.45,0.184,-0.2,293.05,0.790456,0.0395228,0.05,-3.22608,2.1375,1.40537,0.0538443
86,18,5.75,1.45,0.184,-0.2,308.13,1.20186,0.0600932,0.05,-3.22608,2.1375,1.40537,0.0538443
86,19,5.75,1.45,0.184,-0.2,321.08,1.92768,0.0963839,0.05,-3.22608,2.1375,1.40537,0.0538443
87,0,5.75,1.45,0.184,-0.26,39.83,1.30066,0.0650329,0.05,-3.24996,1.9901,1.11833,0.0442366
87,1,5.75,1.45,0.184,-0.26,51.77,0.814882,0.0407441,0.05,-3.24996,1.9901,1.11833,0.0442366
87,2,5.75,1.45,0.184,-0.26,66.89,0.494091,0.0247045,0.05,-3.24996,1.9901,1.11833,0.0442366
87,3,5.75,1.45,0.184,-0.26,81.99,0.430839,0.0215419,0.05,-3.24996,1.9901,1.11833,0.0442366
87,4,5.75,1.45,0.184,-0.26,97.08,0.265919,0.013296,0.05,-3.24996,1.9901,1.11833,0.0442366
87,5,5.75,1.45,0.184,-0.26,112.16,0.202323,0.0101161,0.05,-3.24996,1.9901,1.11833,0.0442366
87,6,5.75,1.45,0.184,-0.26,127.23,0.176273,0.00881363,0.05,-3.24996,1.9901,1.11833,0.0442366
87,7,5.75,1.45,0.184,-0.26,142.31,0.170452,0.00852261,0.05,-3.24996,1.9901,1.11833,0.0442366
87,8,5.75,1.45,0.184,-0.26,157.38,0.146269,0.00731346,0.05,-3.24996,1.9901,1.11833,0.0442366
87,9,5.75,1.45,0.184,-0.26,172.46,0.156215,0.00781073,0.05,-3.24996,1.9901,1.11833,0.0442366
87,10,5.75,1.45,0.184,-0.26,187.54,0.146586,0.0073293,0.05,-3.24996,1.9901,1.11833,0.0442366
87,11,5.75,1.45,0.184,-0.26,202.62,0.156561,0.00782803,0.05,-3.24996,1.9901,1.11833,0.0442366
87,12,5.75,1.45,0.184,-0.26,217.69,0.156257,0.00781286,0.05,-3.24996,1.9901,1.11833,0.0442366
87,13,5.75,1.45,0.184,-0.26,232.77,0.18788,0.00939398,0.05,-3.24996,1.9901,1.11833,0.0442366
87,14,5.75,1.45,0.184,-0.26,247.84,0.236721,0.0118361,0.05,-3.24996,1.9901,1.11833,0.0442366
87,15,5.75,1.45,0.184,-0.26,262.92,0.266457,0.0133229,0.05,-3.24996,1.9901,1.11833,0.0442366
87,16,5.75,1.45,0.184,-0.26,278.01,0.361052,0.0180526,0.05,-3.24996,1.9901,1.11833,0.0442366
87,17,5.75,1.45,0.184,-0.26,293.11,0.533702,0.0266851,0.05,-3.24996,1.9901,1.11833,0.0442366
87,18,5.75,1.45,0.184,-0.26,308.23,0.835826,0.0417913,0.05,-3.24996,1.9901,1.11833,0.0442366
87,19,5.75,1.45,0.184,-0.26,320.17,1.32516,0.0662578,0.05,-3.24996,1.9901,1.11833,0.0442366
88,0,5.75,1.45,0.184,-0.34,40.41,0.957181,0.047859,0.05,-3.20022,1.81615,0.816444,0.0350835
88,1,5.75,1.45,0.184,-0.34,51.69,0.525711,0.0262856,0.05,-3.20022,1.81615,0.816444,0.0350835
88,2,5.75,1.45,0.184,-0.34,66.84,0.338029,0.0169014,0.05,-3.20022,1.81615,0.816444,0.0350835
88,3,5.75,1.45,0.184,-0.34,81.96,0.224318,0.0112159,0.05,-3.20022,1.81615,0.816444,0.0350835
88,4,5.75,1.45,0.184,-0.34,97.05,0.172626,0.0086313,0.05,-3.20022,1.81615,0.816444,0.0350835
88,5,5.75,1.45,0.184,-0.34,112.14,0.135669,0.00678347,0.05,-3.20022,1.81615,0.816444,0.0350835
