#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,gReH,gReE,gReHTilde
57,1,5.75,1.94,0.274,-0.2,22.22,0.415501,0.0317066,0.0763092,0.648916,1.01978,0.350152,-1.01261,2.333
57,2,5.75,1.94,0.274,-0.2,37.12,0.338634,0.025698,0.0758874,0.648916,1.01978,0.350152,-1.01261,2.333
57,3,5.75,1.94,0.274,-0.2,52.09,0.270608,0.0226382,0.0836569,0.648916,1.01978,0.350152,-1.01261,2.333
57,4,5.75,1.94,0.274,-0.2,67.1,0.177663,0.0233767,0.131579,0.648916,1.01978,0.350152,-1.01261,2.333
57,5,5.75,1.94,0.274,-0.2,82.12,0.126636,0.0191633,0.151326,0.648916,1.01978,0.350152,-1.01261,2.333
57,6,5.75,1.94,0.274,-0.2,97.16,0.10451,0.0142554,0.136402,0.648916,1.01978,0.350152,-1.01261,2.333
57,7,5.75,1.94,0.274,-0.2,112.21,0.0726041,0.0109207,0.150415,0.648916,1.01978,0.350152,-1.01261,2.333
57,8,5.75,1.94,0.274,-0.2,127.26,0.0560069,0.0138847,0.247911,0.648916,1.01978,0.350152,-1.01261,2.333
57,9,5.75,1.94,0.274,-0.2,142.32,0,0,0,0,0,0,0,0
57,10,5.75,1.94,0.274,-0.2,157.39,0.0351203,0.0179934,0.512337,0.648916,1.01978,0.350152,-1.01261,2.333
57,11,5.75,1.94,0.274,-0.2,172.46,0,0,0,0,0,0,0,0
57,12,5.75,1.94,0.274,-0.2,187.54,-0.0031691,-0.0016237,0.512354,0.648916,1.01978,0.350152,-1.01261,2.333
57,13,5.75,1.94,0.274,-0.2,202.61,0.0266829,0.0096865,0.363023,0.648916,1.01978,0.350152,-1.01261,2.333
57,14,5.75,1.94,0.274,-0.2,217.68,0.0388346,0.0139831,0.360068,0.648916,1.01978,0.350152,-1.01261,2.333
57,15,5.75,1.94,0.274,-0.2,232.74,0.0303021,0.009083,0.299748,0.648916,1.01978,0.350152,-1.01261,2.333
57,16,5.75,1.94,0.274,-0.2,247.79,0.0407068,0.00859727,0.2112,0.648916,1.01978,0.350152,-1.01261,2.333
57,17,5.75,1.94,0.274,-0.2,262.84,0.0799234,0.0110148,0.137817,0.648916,1.01978,0.350152,-1.01261,2.333
57,18,5.75,1.94,0.274,-0.2,277.88,0.109972,0.0141233,0.128426,0.648916,1.01978,0.350152,-1.01261,2.333
57,19,5.75,1.94,0.274,-0.2,292.9,0.160572,0.0229388,0.142857,0.648916,1.01978,0.350152,-1.01261,2.333
57,20,5.75,1.94,0.274,-0.2,307.91,0.253968,0.0267725,0.105417,0.648916,1.01978,0.350152,-1.01261,2.333
57,21,5.75,1.94,0.274,-0.2,322.88,0.342431,0.026139,0.0763337,0.648916,1.01978,0.350152,-1.01261,2.333
57,22,5.75,1.94,0.274,-0.2,337.78,0.429809,0.0276639,0.0643631,0.648916,1.01978,0.350152,-1.01261,2.333
57,23,5.75,1.94,0.274,-0.2,352.61,0.535947,0.0364711,0.0680498,0.648916,1.01978,0.350152,-1.01261,2.333
58,0,5.75,1.94,0.274,-0.26,7.47,0.541132,0.0341515,0.0631111,0.58528,0.885734,0.488152,-1.28261,2.663
58,1,5.75,1.94,0.274,-0.26,22.11,0.422949,0.0280212,0.066252,0.58528,0.885734,0.488152,-1.28261,2.663
58,2,5.75,1.94,0.274,-0.26,37,0.271015,0.0181091,0.0668194,0.58528,0.885734,0.488152,-1.28261,2.663
58,3,5.75,1.94,0.274,-0.26,51.99,0.172011,0.0128137,0.0744932,0.58528,0.885734,0.488152,-1.28261,2.663
58,4,5.75,1.94,0.274,-0.26,67.02,0.0891112,0.00949271,0.106527,0.58528,0.885734,0.488152,-1.28261,2.663
58,5,5.75,1.94,0.274,-0.26,82.07,0.102106,0.0145865,0.142857,0.58528,0.885734,0.488152,-1.28261,2.663
58,6,5.75,1.94,0.274,-0.26,97.12,0.0488377,0.00759061,0.155425,0.58528,0.885734,0.488152,-1.28261,2.663
58,7,5.75,1.94,0.274,-0.26,112.19,0.0399476,0.00610901,0.152926,0.58528,0.885734,0.488152,-1.28261,2.663
58,8,5.75,1.94,0.274,-0.26,127.25,0.0377453,0.00921748,0.244202,0.58528,0.885734,0.488152,-1.28261,2.663
58,9,5.75,1.94,0.274,-0.26,142.31,0.0466341,0.0239871,0.514368,0.58528,0.885734,0.488152,-1.28261,2.663
58,10,5.75,1.94,0.274,-0.26,157.39,0,0,0,0,0,0,0,0
58,11,5.75,1.94,0.274,-0.26,172.46,0,0,0,0,0,0,0,0
58,12,5.75,1.94,0.274,-0.26,187.54,0,0,0,0,0,0,0,0
58,13,5.75,1.94,0.274,-0.26,202.61,0,0,0,0,0,0,0,0
58,14,5.75,1.94,0.274,-0.26,217.69,0,0,0,0,0,0,0,0
58,15,5.75,1.94,0.274,-0.26,232.75,0.0354305,0.0149237,0.421212,0.58528,0.885734,0.488152,-1.28261,2.663
58,16,5.75,1.94,0.274,-0.26,247.81,0.0411394,0.0100013,0.243108,0.58528,0.885734,0.488152,-1.28261,2.663
58,17,5.75,1.94,0.274,-0.26,262.88,0.0588398,0.00871701,0.148148,0.58528,0.885734,0.488152,-1.28261,2.663
58,18,5.75,1.94,0.274,-0.26,277.93,0.074947,0.00860157,0.114769,0.58528,0.885734,0.488152,-1.28261,2.663
58,19,5.75,1.94,0.274,-0.26,292.98,0.120206,0.0129386,0.107637,0.58528,0.885734,0.488152,-1.28261,2.663
58,20,5.75,1.94,0.274,-0.26,308.01,0.163055,0.0155326,0.09526,0.58528,0.885734,0.488152,-1.28261,2.663
58,21,5.75,1.94,0.274,-0.26,323,0.273963,0.0186291,0.0679986,0.58528,0.885734,0.488152,-1.28261,2.663
58,22,5.75,1.94,0.274,-0.26,337.89,0.429177,0.0234894,0.0547312,0.58528,0.885734,0.488152,-1.28261,2.663
58,23,5.75,1.94,0.274,-0.26,352.53,0.450971,0.0251224,0.0557074,0.58528,0.885734,0.488152,-1.28261,2.663
59,0,5.75,1.94,0.275,-0.34,7.9,0.541783,0.0348424,0.0643105,0.516032,0.74472,0.72925,-1.64344,3.1075
59,1,5.75,1.94,0.275,-0.34,22.4,0.361439,0.0218404,0.0604262,0.516032,0.74472,0.72925,-1.64344,3.1075
59,2,5.75,1.94,0.275,-0.34,36.83,0.232842,0.0154078,0.0661728,0.516032,0.74472,0.72925,-1.64344,3.1075
59,3,5.75,1.94,0.275,-0.34,51.88,0.120368,0.0098414,0.081761,0.516032,0.74472,0.72925,-1.64344,3.1075
59,4,5.75,1.94,0.275,-0.34,66.95,0.0775847,0.0081493,0.105038,0.516032,0.74472,0.72925,-1.64344,3.1075
59,5,5.75,1.94,0.275,-0.34,82.02,0.0395849,0.00597018,0.15082,0.516032,0.74472,0.72925,-1.64344,3.1075
59,6,5.75,1.94,0.275,-0.34,97.09,0.0305501,0.00599805,0.196335,0.516032,0.74472,0.72925,-1.64344,3.1075
59,7,5.75,1.94,0.275,-0.34,112.16,0.0242228,0.00627747,0.259155,0.516032,0.74472,0.72925,-1.64344,3.1075
59,8,5.75,1.94,0.275,-0.34,127.24,0.00692474,0.00382271,0.552036,0.516032,0.74472,0.72925,-1.64344,3.1075
59,9,5.75,1.94,0.275,-0.34,142.31,0,0,0,0,0,0,0,0
59,10,5.75,1.94,0.275,-0.34,157.39,0,0,0,0,0,0,0,0
59,11,5.75,1.94,0.275,-0.34,172.46,0,0,0,0,0,0,0,0
59,12,5.75,1.94,0.275,-0.34,187.54,0,0,0,0,0,0,0,0
59,13,5.75,1.94,0.275,-0.34,202.61,0,0,0,0,0,0,0,0
59,14,5.75,1.94,0.275,-0.34,217.69,0,0,0,0,0,0,0,0
59,15,5.75,1.94,0.275,-0.34,232.76,0.0274862,0.0127231,0.462891,0.516032,0.74472,0.72925,-1.64344,3.1075
59,16,5.75,1.94,0.275,-0.34,247.84,0.0230984,0.00701808,0.303835,0.516032,0.74472,0.72925,-1.64344,3.1075
59,17,5.75,1.94,0.275,-0.34,262.91,0.0399937,0.00588903,0.147249,0.516032,0.74472,0.72925,-1.64344,3.1075
59,18,5.75,1.94,0.275,-0.34,277.98,0.0486415,0.00580381,0.119318,0.516032,0.74472,0.72925,-1.64344,3.1075
59,19,5.75,1.94,0.275,-0.34,293.05,0.0669355,0.00779702,0.116486,0.516032,0.74472,0.72925,-1.64344,3.1075
59,20,5.75,1.94,0.275,-0.34,308.12,0.122732,0.0127561,0.103935,0.516032,0.74472,0.72925,-1.64344,3.1075
59,21,5.75,1.94,0.275,-0.34,323.17,0.197814,0.0137018,0.0692661,0.516032,0.74472,0.72925,-1.64344,3.1075
59,22,5.75,1.94,0.275,-0.34,337.6,0.371007,0.020643,0.0556405,0.516032,0.74472,0.72925,-1.64344,3.1075
59,23,5.75,1.94,0.275,-0.34,352.1,0.563616,0.0305215,0.0541529,0.516032,0.74472,0.72925,-1.64344,3.1075
60,0,5.75,1.94,0.275,-0.45,9.6,0,0,0,0,0,0,0,0
60,1,5.75,1.94,0.275,-0.45,23.78,0.290073,0.0206663,0.071245,0.441298,0.599887,1.16375,-2.13844,3.7125
60,2,5.75,1.94,0.275,-0.45,36.63,0.145257,0.00877609,0.0604178,0.441298,0.599887,1.16375,-2.13844,3.7125
60,3,5.75,1.94,0.275,-0.45,51.76,0.0825288,0.00637417,0.0772358,0.441298,0.599887,1.16375,-2.13844,3.7125
60,4,5.75,1.94,0.275,-0.45,66.87,0.0354554,0.00366975,0.103503,0.441298,0.599887,1.16375,-2.13844,3.7125
60,5,5.75,1.94,0.275,-0.45,81.97,0.0248702,0.00383034,0.154013,0.441298,0.599887,1.16375,-2.13844,3.7125
60,6,5.75,1.94,0.275,-0.45,97.06,0.012624,0.00286467,0.226923,0.441298,0.599887,1.16375,-2.13844,3.7125
60,7,5.75,1.94,0.275,-0.45,112.14,0.0132361,0.00420801,0.317919,0.441298,0.599887,1.16375,-2.13844,3.7125
60,8,5.75,1.94,0.275,-0.45,127.22,0,0,0,0,0,0,0,0
60,9,5.75,1.94,0.275,-0.45,142.31,0,0,0,0,0,0,0,0
60,10,5.75,1.94,0.275,-0.45,157.37,0,0,0,0,0,0,0,0
60,11,5.75,1.94,0.275,-0.45,172.45,0,0,0,0,0,0,0,0
60,12,5.75,1.94,0.275,-0.45,187.55,0,0,0,0,0,0,0,0
60,13,5.75,1.94,0.275,-0.45,202.63,0,0,0,0,0,0,0,0
60,14,5.75,1.94,0.275,-0.45,217.69,0,0,0,0,0,0,0,0
60,15,5.75,1.94,0.275,-0.45,232.78,0,0,0,0,0,0,0,0
60,16,5.75,1.94,0.275,-0.45,247.86,0.0123219,0.00576602,0.467949,0.441298,0.599887,1.16375,-2.13844,3.7125
60,17,5.75,1.94,0.275,-0.45,262.94,0.0171056,0.00338076,0.19764,0.441298,0.599887,1.16375,-2.13844,3.7125
60,18,5.75,1.94,0.275,-0.45,278.03,0.0295113,0.0039048,0.132316,0.441298,0.599887,1.16375,-2.13844,3.7125
60,19,5.75,1.94,0.275,-0.45,293.13,0.0440484,0.00480415,0.109065,0.441298,0.599887,1.16375,-2.13844,3.7125
60,20,5.75,1.94,0.275,-0.45,308.24,0.0772183,0.00777626,0.100705,0.441298,0.599887,1.16375,-2.13844,3.7125
60,21,5.75,1.94,0.275,-0.45,323.37,0.162521,0.0108415,0.0667082,0.441298,0.599887,1.16375,-2.13844,3.7125
60,22,5.75,1.94,0.275,-0.45,336.22,0.333603,0.0178862,0.0536152,0.441298,0.599887,1.16375,-2.13844,3.7125
60,23,5.75,1.94,0.275,-0.45,350.4,0,0,0,0,0,0,0,0
61,0,5.75,2.35,0.274,-0.11,7.49,0.66087,0.0548178,0.0829479,0.772056,1.28727,0.210652,-0.607614,1.838
61,1,5.75,2.35,0.274,-0.11,22.51,0.620712,0.0453585,0.073075,0.772056,1.28727,0.210652,-0.607614,1.838
61,2,5.75,2.35,0.274,-0.11,37.42,0.533732,0.0408854,0.0766028,0.772056,1.28727,0.210652,-0.607614,1.838
61,3,5.75,2.35,0.274,-0.11,52.31,0.430489,0.0433754,0.100758,0.772056,1.28727,0.210652,-0.607614,1.838
61,4,5.75,2.35,0.274,-0.11,67.29,0.346945,0.0505033,0.145566,0.772056,1.28727,0.210652,-0.607614,1.838
61,5,5.75,2.35,0.274,-0.11,82.29,0.345729,0.0635273,0.183749,0.772056,1.28727,0.210652,-0.607614,1.838
61,6,5.75,2.35,0.274,-0.11,97.3,0.271666,0.0628802,0.231462,0.772056,1.28727,0.210652,-0.607614,1.838
61,7,5.75,2.35,0.274,-0.11,112.32,0,0,0,0,0,0,0,0
61,8,5.75,2.35,0.274,-0.11,127.35,0,0,0,0,0,0,0,0
61,9,5.75,2.35,0.274,-0.11,142.39,0,0,0,0,0,0,0,0
61,10,5.75,2.35,0.274,-0.11,157.43,0,0,0,0,0,0,0,0
61,11,5.75,2.35,0.274,-0.11,172.48,0,0,0,0,0,0,0,0
61,12,5.75,2.35,0.274,-0.11,187.52,0,0,0,0,0,0,0,0
61,13,5.75,2.35,0.274,-0.11,202.57,0,0,0,0,0,0,0,0
61,14,5.75,2.35,0.274,-0.11,217.61,0,0,0,0,0,0,0,0
61,15,5.75,2.35,0.274,-0.11,232.65,0,0,0,0,0,0,0,0
61,16,5.75,2.35,0.274,-0.11,247.68,0,0,0,0,0,0,0,0
61,17,5.75,2.35,0.274,-0.11,262.7,0,0,0,0,0,0,0,0
61,18,5.75,2.35,0.274,-0.11,277.71,0.319178,0.0616644,0.193197,0.772056,1.28727,0.210652,-0.607614,1.838
61,19,5.75,2.35,0.274,-0.11,292.71,0.541946,0.0789466,0.145672,0.772056,1.28727,0.210652,-0.607614,1.838
61,20,5.75,2.35,0.274,-0.11,307.69,0.463402,0.0443262,0.0956539,0.772056,1.28727,0.210652,-0.607614,1.838
61,21,5.75,2.35,0.274,-0.11,322.58,0.514264,0.0370283,0.0720026,0.772056,1.28727,0.210652,-0.607614,1.838
61,22,5.75,2.35,0.274,-0.11,337.49,0.526831,0.0403412,0.0765734,0.772056,1.28727,0.210652,-0.607614,1.838
61,23,5.75,2.35,0.274,-0.11,352.51,0.520238,0.0451766,0.0868383,0.772056,1.28727,0.210652,-0.607614,1.838
62,0,5.75,2.35,0.275,-0.15,7.54,0.76675,0.0475728,0.0620448,0.712357,1.15655,0.26375,-0.788437,2.0625
62,1,5.75,2.35,0.275,-0.15,22.53,0.705805,0.0375312,0.053175,0.712357,1.15655,0.26375,-0.788437,2.0625
62,2,5.75,2.35,0.275,-0.15,37.55,0.571455,0.0298215,0.0521853,0.712357,1.15655,0.26375,-0.788437,2.0625
62,3,5.75,2.35,0.275,-0.15,52.38,0.483751,0.0300568,0.0621329,0.712357,1.15655,0.26375,-0.788437,2.0625
62,4,5.75,2.35,0.275,-0.15,67.17,0.342091,0.0276396,0.0807959,0.712357,1.15655,0.26375,-0.788437,2.0625
62,5,5.75,2.35,0.275,-0.15,82.19,0.278342,0.0271635,0.0975904,0.712357,1.15655,0.26375,-0.788437,2.0625
62,6,5.75,2.35,0.275,-0.15,97.22,0.172878,0.0155098,0.0897155,0.712357,1.15655,0.26375,-0.788437,2.0625
62,7,5.75,2.35,0.275,-0.15,112.26,0.100771,0.0158887,0.15767,0.712357,1.15655,0.26375,-0.788437,2.0625
62,8,5.75,2.35,0.275,-0.15,127.31,0,0,0,0,0,0,0,0
62,9,5.75,2.35,0.275,-0.15,142.36,0,0,0,0,0,0,0,0
62,10,5.75,2.35,0.275,-0.15,157.41,0,0,0,0,0,0,0,0
62,11,5.75,2.35,0.275,-0.15,172.47,0,0,0,0,0,0,0,0
62,12,5.75,2.35,0.275,-0.15,187.53,0,0,0,0,0,0,0,0
62,13,5.75,2.35,0.275,-0.15,202.59,0,0,0,0,0,0,0,0
62,14,5.75,2.35,0.275,-0.15,217.64,0,0,0,0,0,0,0,0
62,15,5.75,2.35,0.275,-0.15,232.69,0,0,0,0,0,0,0,0
62,16,5.75,2.35,0.275,-0.15,247.74,0.184343,0.0283823,0.153965,0.712357,1.15655,0.26375,-0.788437,2.0625
62,17,5.75,2.35,0.275,-0.15,262.78,0.214603,0.0213687,0.0995733,0.712357,1.15655,0.26375,-0.788437,2.0625
62,18,5.75,2.35,0.275,-0.15,277.81,0.270449,0.0243873,0.0901734,0.712357,1.15655,0.26375,-0.788437,2.0625
62,19,5.75,2.35,0.275,-0.15,292.83,0.337829,0.029537,0.0874317,0.712357,1.15655,0.26375,-0.788437,2.0625
62,20,5.75,2.35,0.275,-0.15,307.62,0.389277,0.0243974,0.0626735,0.712357,1.15655,0.26375,-0.788437,2.0625
62,21,5.75,2.35,0.275,-0.15,322.45,0.523928,0.0276352,0.0527461,0.712357,1.15655,0.26375,-0.788437,2.0625
62,22,5.75,2.35,0.275,-0.15,337.47,0.581667,0.0286366,0.0492319,0.712357,1.15655,0.26375,-0.788437,2.0625
62,23,5.75,2.35,0.275,-0.15,352.46,0.639418,0.040169,0.0628212,0.712357,1.15655,0.26375,-0.788437,2.0625
63,0,5.75,2.35,0.275,-0.2,7.61,0.901707,0.0579265,0.0642409,0.648916,1.01978,0.35125,-1.01344,2.3375
63,1,5.75,2.35,0.275,-0.2,22.79,0.718074,0.0482661,0.067216,0.648916,1.01978,0.35125,-1.01344,2.3375
63,2,5.75,2.35,0.275,-0.2,37.67,0.502549,0.0277983,0.0553147,0.648916,1.01978,0.35125,-1.01344,2.3375
63,3,5.75,2.35,0.275,-0.2,52.38,0.33716,0.0225694,0.0669399,0.648916,1.01978,0.35125,-1.01344,2.3375
63,4,5.75,2.35,0.275,-0.2,67.08,0.256335,0.0239404,0.093395,0.648916,1.01978,0.35125,-1.01344,2.3375
63,5,5.75,2.35,0.275,-0.2,82.13,0.170928,0.0154254,0.090245,0.648916,1.01978,0.35125,-1.01344,2.3375
63,6,5.75,2.35,0.275,-0.2,97.18,0.110576,0.0105839,0.0957162,0.648916,1.01978,0.35125,-1.01344,2.3375
63,7,5.75,2.35,0.275,-0.2,112.23,0.105932,0.011716,0.110599,0.648916,1.01978,0.35125,-1.01344,2.3375
63,8,5.75,2.35,0.275,-0.2,127.29,0.0951576,0.0177339,0.186364,0.648916,1.01978,0.35125,-1.01344,2.3375
63,9,5.75,2.35,0.275,-0.2,142.34,0.0531288,0.0111889,0.2106,0.648916,1.01978,0.35125,-1.01344,2.3375
63,10,5.75,2.35,0.275,-0.2,157.41,0.0573376,0.008817,0.153774,0.648916,1.01978,0.35125,-1.01344,2.3375
63,11,5.75,2.35,0.275,-0.2,172.47,0.0348679,0.00738726,0.211864,0.648916,1.01978,0.35125,-1.01344,2.3375
63,12,5.75,2.35,0.275,-0.2,187.53,0,0,0,0,0,0,0,0
63,13,5.75,2.35,0.275,-0.2,202.59,0.0671139,0.0108451,0.161593,0.648916,1.01978,0.35125,-1.01344,2.3375
63,14,5.75,2.35,0.275,-0.2,217.66,0.0709819,0.0103413,0.145689,0.648916,1.01978,0.35125,-1.01344,2.3375
63,15,5.75,2.35,0.275,-0.2,232.71,0.0800574,0.0129799,0.162133,0.648916,1.01978,0.35125,-1.01344,2.3375
63,16,5.75,2.35,0.275,-0.2,247.77,0.0945138,0.0117194,0.123996,0.648916,1.01978,0.35125,-1.01344,2.3375
63,17,5.75,2.35,0.275,-0.2,262.82,0.109792,0.00967617,0.0881316,0.648916,1.01978,0.35125,-1.01344,2.3375
63,18,5.75,2.35,0.275,-0.2,277.87,0.180714,0.0160942,0.0890585,0.648916,1.01978,0.35125,-1.01344,2.3375
63,19,5.75,2.35,0.275,-0.2,292.92,0.239061,0.0206284,0.0862892,0.648916,1.01978,0.35125,-1.01344,2.3375
63,20,5.75,2.35,0.275,-0.2,307.62,0.377159,0.0266921,0.0707714,0.648916,1.01978,0.35125,-1.01344,2.3375
63,21,5.75,2.35,0.275,-0.2,322.33,0.481684,0.0287415,0.0596687,0.648916,1.01978,0.35125,-1.01344,2.3375
63,22,5.75,2.35,0.275,-0.2,337.21,0.749444,0.0399316,0.0532817,0.648916,1.01978,0.35125,-1.01344,2.3375
63,23,5.75,2.35,0.275,-0.2,352.39,0.908639,0.056808,0.0625199,0.648916,1.01978,0.35125,-1.01344,2.3375
64,0,5.75,2.35,0.275,-0.26,8.25,0,0,0,0,0,0,0,0
64,1,5.75,2.35,0.275,-0.26,23.32,0.67426,0.0406963,0.060357,0.58528,0.885734,0.48925,-1.28344,2.6675
64,2,5.75,2.35,0.275,-0.26,37.74,0.419003,0.0212901,0.0508114,0.58528,0.885734,0.48925,-1.28344,2.6675
64,3,5.75,2.35,0.275,-0.26,52.32,0.267832,0.0163809,0.061161,0.58528,0.885734,0.48925,-1.28344,2.6675
64,4,5.75,2.35,0.275,-0.26,67.02,0.181842,0.015551,0.0855194,0.58528,0.885734,0.48925,-1.28344,2.6675
64,5,5.75,2.35,0.275,-0.26,82.08,0.115533,0.0116118,0.100506,0.58528,0.885734,0.48925,-1.28344,2.6675
64,6,5.75,2.35,0.275,-0.26,97.15,0.0916963,0.00893726,0.0974659,0.58528,0.885734,0.48925,-1.28344,2.6675
64,7,5.75,2.35,0.275,-0.26,112.21,0.0643938,0.00648165,0.100656,0.58528,0.885734,0.48925,-1.28344,2.6675
64,8,5.75,2.35,0.275,-0.26,127.28,0.0509815,0.00701824,0.137662,0.58528,0.885734,0.48925,-1.28344,2.6675
64,9,5.75,2.35,0.275,-0.26,142.34,0.0324262,0.00599475,0.184874,0.58528,0.885734,0.48925,-1.28344,2.6675
64,10,5.75,2.35,0.275,-0.26,157.4,0.0400202,0.00800404,0.2,0.58528,0.885734,0.48925,-1.28344,2.6675
64,11,5.75,2.35,0.275,-0.26,172.47,0.0294618,0.00584738,0.198473,0.58528,0.885734,0.48925,-1.28344,2.6675
64,12,5.75,2.35,0.275,-0.26,187.53,0.0446343,0.00941321,0.210896,0.58528,0.885734,0.48925,-1.28344,2.6675
64,13,5.75,2.35,0.275,-0.26,202.6,0.0352926,0.00561474,0.159091,0.58528,0.885734,0.48925,-1.28344,2.6675
64,14,5.75,2.35,0.275,-0.26,217.66,0.0423937,0.00603596,0.142379,0.58528,0.885734,0.48925,-1.28344,2.6675
64,15,5.75,2.35,0.275,-0.26,232.72,0.0492166,0.00750762,0.152542,0.58528,0.885734,0.48925,-1.28344,2.6675
64,16,5.75,2.35,0.275,-0.26,247.79,0.0550695,0.00658846,0.119639,0.58528,0.885734,0.48925,-1.28344,2.6675
64,17,5.75,2.35,0.275,-0.26,262.85,0.0856633,0.00883225,0.103104,0.58528,0.885734,0.48925,-1.28344,2.6675
64,18,5.75,2.35,0.275,-0.26,277.92,0.102318,0.00849011,0.0829774,0.58528,0.885734,0.48925,-1.28344,2.6675
64,19,5.75,2.35,0.275,-0.26,292.98,0.173207,0.0150421,0.0868448,0.58528,0.885734,0.48925,-1.28344,2.6675
64,20,5.75,2.35,0.275,-0.26,307.68,0.240635,0.0164985,0.0685624,0.58528,0.885734,0.48925,-1.28344,2.6675
64,21,5.75,2.35,0.275,-0.26,322.26,0.396399,0.0209748,0.0529133,0.58528,0.885734,0.48925,-1.28344,2.6675
64,22,5.75,2.35,0.275,-0.26,336.68,0.582563,0.0314454,0.0539777,0.58528,0.885734,0.48925,-1.28344,2.6675
64,23,5.75,2.35,0.275,-0.26,351.75,0,0,0,0,0,0,0,0
65,0,5.75,2.35,0.275,-0.34,10.63,0,0,0,0,0,0,0,0
65,1,5.75,2.35,0.275,-0.34,25.61,0,0,0,0,0,0,0,0
65,2,5.75,2.35,0.275,-0.34,38.16,0.306857,0.0170574,0.0555874,0.516032,0.74472,0.72925,-1.64344,3.1075
65,3,5.75,2.35,0.275,-0.34,52.21,0.168906,0.00967338,0.0572707,0.516032,0.74472,0.72925,-1.64344,3.1075
65,4,5.75,2.35,0.275,-0.34,66.95,0.102925,0.0089109,0.0865766,0.516032,0.74472,0.72925,-1.64344,3.1075
65,5,5.75,2.35,0.275,-0.34,82.04,0.0798286,0.00878762,0.110081,0.516032,0.74472,0.72925,-1.64344,3.1075
65,6,5.75,2.35,0.275,-0.34,97.12,0.0496064,0.00575862,0.116086,0.516032,0.74472,0.72925,-1.64344,3.1075
65,7,5.75,2.35,0.275,-0.34,112.19,0.0403039,0.00457663,0.113553,0.516032,0.74472,0.72925,-1.64344,3.1075
65,8,5.75,2.35,0.275,-0.34,127.26,0.0268189,0.00374336,0.139579,0.516032,0.74472,0.72925,-1.64344,3.1075
65,9,5.75,2.35,0.275,-0.34,142.33,0.0244696,0.00584598,0.238908,0.516032,0.74472,0.72925,-1.64344,3.1075
65,10,5.75,2.35,0.275,-0.34,157.4,0.0218971,0.00434599,0.198473,0.516032,0.74472,0.72925,-1.64344,3.1075
65,11,5.75,2.35,0.275,-0.34,172.46,0.0146914,0.00358435,0.243976,0.516032,0.74472,0.72925,-1.64344,3.1075
65,12,5.75,2.35,0.275,-0.34,187.54,0.0123677,0.00341178,0.275862,0.516032,0.74472,0.72925,-1.64344,3.1075
65,13,5.75,2.35,0.275,-0.34,202.6,0.021547,0.00432458,0.200704,0.516032,0.74472,0.72925,-1.64344,3.1075
65,14,5.75,2.35,0.275,-0.34,217.67,0.0218165,0.00300752,0.137856,0.516032,0.74472,0.72925,-1.64344,3.1075
65,15,5.75,2.35,0.275,-0.34,232.74,0.0256511,0.00390874,0.152381,0.516032,0.74472,0.72925,-1.64344,3.1075
65,16,5.75,2.35,0.275,-0.34,247.81,0.0290201,0.00372174,0.128247,0.516032,0.74472,0.72925,-1.64344,3.1075
65,17,5.75,2.35,0.275,-0.34,262.88,0.0467901,0.00473159,0.101124,0.516032,0.74472,0.72925,-1.64344,3.1075
65,18,5.75,2.35,0.275,-0.34,277.96,0.0702509,0.0064744,0.092161,0.516032,0.74472,0.72925,-1.64344,3.1075
65,19,5.75,2.35,0.275,-0.34,293.05,0.0955527,0.0091129,0.0953704,0.516032,0.74472,0.72925,-1.64344,3.1075
65,20,5.75,2.35,0.275,-0.34,307.79,0.187205,0.0129577,0.0692168,0.516032,0.74472,0.72925,-1.64344,3.1075
65,21,5.75,2.35,0.275,-0.34,321.84,0.285972,0.0165664,0.0579303,0.516032,0.74472,0.72925,-1.64344,3.1075
65,22,5.75,2.35,0.275,-0.34,334.39,0,0,0,0,0,0,0,0
65,23,5.75,2.35,0.275,-0.34,349.37,0,0,0,0,0,0,0,0
66,0,5.75,2.35,0.275,-0.45,7.5,0,0,0,0,0,0,0,0
66,1,5.75,2.35,0.275,-0.45,28.13,0,0,0,0,0,0,0,0
66,2,5.75,2.35,0.275,-0.45,38.8,0.186201,0.010477,0.056267,0.441298,0.599887,1.16375,-2.13844,3.7125
66,3,5.75,2.35,0.275,-0.45,51.96,0.104494,0.00590363,0.0564972,0.441298,0.599887,1.16375,-2.13844,3.7125
66,4,5.75,2.35,0.275,-0.45,66.9,0.053951,0.00460096,0.0852804,0.441298,0.599887,1.16375,-2.13844,3.7125
66,5,5.75,2.35,0.275,-0.45,82.01,0.0309432,0.00352295,0.113852,0.441298,0.599887,1.16375,-2.13844,3.7125
66,6,5.75,2.35,0.275,-0.45,97.1,0.0204923,0.00250462,0.122222,0.441298,0.599887,1.16375,-2.13844,3.7125
66,7,5.75,2.35,0.275,-0.45,112.18,0.0145414,0.0018294,0.125806,0.441298,0.599887,1.16375,-2.13844,3.7125
66,8,5.75,2.35,0.275,-0.45,127.26,0.0148583,0.00248558,0.167286,0.441298,0.599887,1.16375,-2.13844,3.7125
66,9,5.75,2.35,0.275,-0.45,142.32,0.0110945,0.00265091,0.238938,0.441298,0.599887,1.16375,-2.13844,3.7125
66,10,5.75,2.35,0.275,-0.45,157.4,0.0120525,0.00383208,0.317949,0.441298,0.599887,1.16375,-2.13844,3.7125
