#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
88,11,5.75,1.45,0.184,-0.34,202.62,0.540495,0.0270247,0.05,31.8271,-1.29052,13.5739,0.836099
88,12,5.75,1.45,0.184,-0.34,217.7,0.585322,0.0292661,0.05,31.8271,-1.29052,13.5739,0.836099
88,13,5.75,1.45,0.184,-0.34,232.78,0.565642,0.0282821,0.05,31.8271,-1.29052,13.5739,0.836099
88,14,5.75,1.45,0.184,-0.34,247.86,0.593958,0.0296979,0.05,31.8271,-1.29052,13.5739,0.836099
88,15,5.75,1.45,0.184,-0.34,262.95,0.547698,0.0273849,0.05,31.8271,-1.29052,13.5739,0.836099
88,16,5.75,1.45,0.184,-0.34,278.04,0.639478,0.0319739,0.05,31.8271,-1.29052,13.5739,0.836099
88,17,5.75,1.45,0.184,-0.34,293.16,0.733963,0.0366982,0.05,31.8271,-1.29052,13.5739,0.836099
88,18,5.75,1.45,0.184,-0.34,308.31,0.941982,0.0470991,0.05,31.8271,-1.29052,13.5739,0.836099
88,19,5.75,1.45,0.184,-0.34,319.59,1.62521,0.0812603,0.05,31.8271,-1.29052,13.5739,0.836099
89,0,5.75,1.45,0.184,-0.45,39.69,0.828046,0.0414023,0.05,29.4832,2.42173,9.17391,0.667862
89,1,5.75,1.45,0.184,-0.45,51.64,0.619578,0.0309789,0.05,29.4832,2.42173,9.17391,0.667862
89,2,5.75,1.45,0.184,-0.45,66.8,0.458784,0.0229392,0.05,29.4832,2.42173,9.17391,0.667862
89,3,5.75,1.45,0.184,-0.45,81.93,0.502231,0.0251115,0.05,29.4832,2.42173,9.17391,0.667862
89,4,5.75,1.45,0.184,-0.45,97.04,0.438547,0.0219274,0.05,29.4832,2.42173,9.17391,0.667862
89,5,5.75,1.45,0.184,-0.45,112.13,0.480339,0.024017,0.05,29.4832,2.42173,9.17391,0.667862
89,6,5.75,1.45,0.184,-0.45,127.22,0.481227,0.0240613,0.05,29.4832,2.42173,9.17391,0.667862
89,7,5.75,1.45,0.184,-0.45,142.3,0.458751,0.0229375,0.05,29.4832,2.42173,9.17391,0.667862
89,8,5.75,1.45,0.184,-0.45,157.38,0.457608,0.0228804,0.05,29.4832,2.42173,9.17391,0.667862
89,9,5.75,1.45,0.184,-0.45,172.46,0.485487,0.0242744,0.05,29.4832,2.42173,9.17391,0.667862
89,10,5.75,1.45,0.184,-0.45,232.78,0.487741,0.0243871,0.05,29.4832,2.42173,9.17391,0.667862
89,11,5.75,1.45,0.184,-0.45,247.87,0.470579,0.023529,0.05,29.4832,2.42173,9.17391,0.667862
89,12,5.75,1.45,0.184,-0.45,262.96,0.429156,0.0214578,0.05,29.4832,2.42173,9.17391,0.667862
89,13,5.75,1.45,0.184,-0.45,278.07,0.449738,0.0224869,0.05,29.4832,2.42173,9.17391,0.667862
89,14,5.75,1.45,0.184,-0.45,293.2,0.539598,0.0269799,0.05,29.4832,2.42173,9.17391,0.667862
89,15,5.75,1.45,0.184,-0.45,308.36,0.63738,0.031869,0.05,29.4832,2.42173,9.17391,0.667862
89,16,5.75,1.45,0.184,-0.45,320.31,0.934641,0.0467321,0.05,29.4832,2.42173,9.17391,0.667862
90,0,5.75,1.62,0.185,-0.11,53.14,4.65496,0.232748,0.05,34.2601,-75.2446,22.627,0.895726
90,1,5.75,1.62,0.185,-0.11,67.5,2.91308,0.145654,0.05,34.2601,-75.2446,22.627,0.895726
90,2,5.75,1.62,0.185,-0.11,82.13,2.0528,0.10264,0.05,34.2601,-75.2446,22.627,0.895726
90,3,5.75,1.62,0.185,-0.11,97.18,1.31377,0.0656887,0.05,34.2601,-75.2446,22.627,0.895726
90,4,5.75,1.62,0.185,-0.11,112.23,1.05571,0.0527857,0.05,34.2601,-75.2446,22.627,0.895726
90,5,5.75,1.62,0.185,-0.11,127.28,0.724593,0.0362297,0.05,34.2601,-75.2446,22.627,0.895726
90,6,5.75,1.62,0.185,-0.11,142.34,0.658547,0.0329273,0.05,34.2601,-75.2446,22.627,0.895726
90,7,5.75,1.62,0.185,-0.11,157.4,0.52166,0.026083,0.05,34.2601,-75.2446,22.627,0.895726
90,8,5.75,1.62,0.185,-0.11,172.47,0.525362,0.0262681,0.05,34.2601,-75.2446,22.627,0.895726
90,9,5.75,1.62,0.185,-0.11,187.53,0.487404,0.0243702,0.05,34.2601,-75.2446,22.627,0.895726
90,10,5.75,1.62,0.185,-0.11,202.6,0.512841,0.0256421,0.05,34.2601,-75.2446,22.627,0.895726
90,11,5.75,1.62,0.185,-0.11,217.66,0.602213,0.0301107,0.05,34.2601,-75.2446,22.627,0.895726
90,12,5.75,1.62,0.185,-0.11,232.72,0.759592,0.0379796,0.05,34.2601,-75.2446,22.627,0.895726
90,13,5.75,1.62,0.185,-0.11,247.77,1.0007,0.0500349,0.05,34.2601,-75.2446,22.627,0.895726
90,14,5.75,1.62,0.185,-0.11,262.82,1.45635,0.0728175,0.05,34.2601,-75.2446,22.627,0.895726
90,15,5.75,1.62,0.185,-0.11,277.87,1.92673,0.0963365,0.05,34.2601,-75.2446,22.627,0.895726
90,16,5.75,1.62,0.185,-0.11,292.5,3.11075,0.155537,0.05,34.2601,-75.2446,22.627,0.895726
90,17,5.75,1.62,0.185,-0.11,306.86,4.55563,0.227781,0.05,34.2601,-75.2446,22.627,0.895726
91,0,5.75,1.63,0.185,-0.15,53.57,3.06938,0.153469,0.05,33.8439,-37.0444,21.027,0.788479
91,1,5.75,1.63,0.185,-0.15,67.33,1.87993,0.0939964,0.05,33.8439,-37.0444,21.027,0.788479
91,2,5.75,1.63,0.185,-0.15,82.07,1.30695,0.0653476,0.05,33.8439,-37.0444,21.027,0.788479
91,3,5.75,1.63,0.185,-0.15,97.14,0.963405,0.0481703,0.05,33.8439,-37.0444,21.027,0.788479
91,4,5.75,1.63,0.185,-0.15,112.21,0.634695,0.0317348,0.05,33.8439,-37.0444,21.027,0.788479
91,5,5.75,1.63,0.185,-0.15,127.27,0.452659,0.0226329,0.05,33.8439,-37.0444,21.027,0.788479
91,6,5.75,1.63,0.185,-0.15,142.33,0.436569,0.0218285,0.05,33.8439,-37.0444,21.027,0.788479
91,7,5.75,1.63,0.185,-0.15,157.4,0.397925,0.0198963,0.05,33.8439,-37.0444,21.027,0.788479
91,8,5.75,1.63,0.185,-0.15,172.47,0.384835,0.0192418,0.05,33.8439,-37.0444,21.027,0.788479
91,9,5.75,1.63,0.185,-0.15,187.53,0.400549,0.0200275,0.05,33.8439,-37.0444,21.027,0.788479
91,10,5.75,1.63,0.185,-0.15,202.6,0.38853,0.0194265,0.05,33.8439,-37.0444,21.027,0.788479
91,11,5.75,1.63,0.185,-0.15,217.67,0.479579,0.0239789,0.05,33.8439,-37.0444,21.027,0.788479
91,12,5.75,1.63,0.185,-0.15,232.73,0.515426,0.0257713,0.05,33.8439,-37.0444,21.027,0.788479
91,13,5.75,1.63,0.185,-0.15,247.79,0.667671,0.0333835,0.05,33.8439,-37.0444,21.027,0.788479
91,14,5.75,1.63,0.185,-0.15,262.86,0.916465,0.0458233,0.05,33.8439,-37.0444,21.027,0.788479
91,15,5.75,1.63,0.185,-0.15,277.93,1.36102,0.0680511,0.05,33.8439,-37.0444,21.027,0.788479
91,16,5.75,1.63,0.185,-0.15,292.67,2.05471,0.102736,0.05,33.8439,-37.0444,21.027,0.788479
91,17,5.75,1.63,0.185,-0.15,306.43,2.88316,0.144158,0.05,33.8439,-37.0444,21.027,0.788479
92,0,5.75,1.63,0.185,-0.2,54.03,2.22955,0.111477,0.05,33.2947,-17.6,19.027,0.715933
92,1,5.75,1.63,0.185,-0.2,67.05,1.34751,0.0673754,0.05,33.2947,-17.6,19.027,0.715933
92,2,5.75,1.63,0.185,-0.2,82.04,0.903624,0.0451812,0.05,33.2947,-17.6,19.027,0.715933
92,3,5.75,1.63,0.185,-0.2,97.12,0.569131,0.0284566,0.05,33.2947,-17.6,19.027,0.715933
92,4,5.75,1.63,0.185,-0.2,112.19,0.449772,0.0224886,0.05,33.2947,-17.6,19.027,0.715933
92,5,5.75,1.63,0.185,-0.2,127.26,0.416243,0.0208121,0.05,33.2947,-17.6,19.027,0.715933
92,6,5.75,1.63,0.185,-0.2,142.33,0.362429,0.0181214,0.05,33.2947,-17.6,19.027,0.715933
92,7,5.75,1.63,0.185,-0.2,157.4,0.372608,0.0186304,0.05,33.2947,-17.6,19.027,0.715933
92,8,5.75,1.63,0.185,-0.2,172.47,0.356378,0.0178189,0.05,33.2947,-17.6,19.027,0.715933
92,9,5.75,1.63,0.185,-0.2,187.53,0.334043,0.0167021,0.05,33.2947,-17.6,19.027,0.715933
92,10,5.75,1.63,0.185,-0.2,202.6,0.35349,0.0176745,0.05,33.2947,-17.6,19.027,0.715933
92,11,5.75,1.63,0.185,-0.2,217.67,0.359157,0.0179579,0.05,33.2947,-17.6,19.027,0.715933
92,12,5.75,1.63,0.185,-0.2,232.74,0.42651,0.0213255,0.05,33.2947,-17.6,19.027,0.715933
92,13,5.75,1.63,0.185,-0.2,247.81,0.47281,0.0236405,0.05,33.2947,-17.6,19.027,0.715933
92,14,5.75,1.63,0.185,-0.2,262.88,0.606392,0.0303196,0.05,33.2947,-17.6,19.027,0.715933
92,15,5.75,1.63,0.185,-0.2,277.96,0.831759,0.041588,0.05,33.2947,-17.6,19.027,0.715933
92,16,5.75,1.63,0.185,-0.2,292.95,1.33911,0.0669553,0.05,33.2947,-17.6,19.027,0.715933
92,17,5.75,1.63,0.185,-0.2,305.97,2.11106,0.105553,0.05,33.2947,-17.6,19.027,0.715933
93,0,5.75,1.63,0.185,-0.26,53.76,1.22211,0.0611053,0.05,32.5611,-7.3929,16.627,0.646144
93,1,5.75,1.63,0.185,-0.26,66.9,0.830932,0.0415466,0.05,32.5611,-7.3929,16.627,0.646144
93,2,5.75,1.63,0.185,-0.26,82.01,0.568975,0.0284487,0.05,32.5611,-7.3929,16.627,0.646144
93,3,5.75,1.63,0.185,-0.26,97.1,0.430834,0.0215417,0.05,32.5611,-7.3929,16.627,0.646144
93,4,5.75,1.63,0.185,-0.26,112.18,0.395502,0.0197751,0.05,32.5611,-7.3929,16.627,0.646144
93,5,5.75,1.63,0.185,-0.26,127.25,0.349711,0.0174855,0.05,32.5611,-7.3929,16.627,0.646144
93,6,5.75,1.63,0.185,-0.26,142.32,0.344297,0.0172149,0.05,32.5611,-7.3929,16.627,0.646144
93,7,5.75,1.63,0.185,-0.26,157.4,0.326648,0.0163324,0.05,32.5611,-7.3929,16.627,0.646144
93,8,5.75,1.63,0.185,-0.26,172.47,0.339426,0.0169713,0.05,32.5611,-7.3929,16.627,0.646144
93,9,5.75,1.63,0.185,-0.26,187.53,0.30565,0.0152825,0.05,32.5611,-7.3929,16.627,0.646144
93,10,5.75,1.63,0.185,-0.26,202.6,0.30847,0.0154235,0.05,32.5611,-7.3929,16.627,0.646144
93,11,5.75,1.63,0.185,-0.26,217.68,0.341223,0.0170612,0.05,32.5611,-7.3929,16.627,0.646144
93,12,5.75,1.63,0.185,-0.26,232.75,0.36434,0.018217,0.05,32.5611,-7.3929,16.627,0.646144
93,13,5.75,1.63,0.185,-0.26,247.82,0.393579,0.019679,0.05,32.5611,-7.3929,16.627,0.646144
93,14,5.75,1.63,0.185,-0.26,262.9,0.48336,0.024168,0.05,32.5611,-7.3929,16.627,0.646144
93,15,5.75,1.63,0.185,-0.26,277.99,0.634211,0.0317106,0.05,32.5611,-7.3929,16.627,0.646144
93,16,5.75,1.63,0.185,-0.26,293.1,0.843851,0.0421925,0.05,32.5611,-7.3929,16.627,0.646144
93,17,5.75,1.63,0.185,-0.26,306.24,1.48636,0.0743178,0.05,32.5611,-7.3929,16.627,0.646144
94,0,5.75,1.63,0.185,-0.34,53.05,0.849956,0.0424978,0.05,31.3653,-1.25052,13.427,0.561979
94,1,5.75,1.63,0.185,-0.34,66.88,0.57372,0.028686,0.05,31.3653,-1.25052,13.427,0.561979
94,2,5.75,1.63,0.185,-0.34,81.99,0.404583,0.0202291,0.05,31.3653,-1.25052,13.427,0.561979
94,3,5.75,1.63,0.185,-0.34,97.09,0.351067,0.0175534,0.05,31.3653,-1.25052,13.427,0.561979
94,4,5.75,1.63,0.185,-0.34,112.17,0.345266,0.0172633,0.05,31.3653,-1.25052,13.427,0.561979
94,5,5.75,1.63,0.185,-0.34,127.25,0.325615,0.0162808,0.05,31.3653,-1.25052,13.427,0.561979
94,6,5.75,1.63,0.185,-0.34,142.32,0.338923,0.0169462,0.05,31.3653,-1.25052,13.427,0.561979
94,7,5.75,1.63,0.185,-0.34,157.39,0.332935,0.0166467,0.05,31.3653,-1.25052,13.427,0.561979
94,8,5.75,1.63,0.185,-0.34,172.46,0.325048,0.0162524,0.05,31.3653,-1.25052,13.427,0.561979
94,9,5.75,1.63,0.185,-0.34,187.54,0.336099,0.016805,0.05,31.3653,-1.25052,13.427,0.561979
94,10,5.75,1.63,0.185,-0.34,202.61,0.336571,0.0168285,0.05,31.3653,-1.25052,13.427,0.561979
94,11,5.75,1.63,0.185,-0.34,217.68,0.310485,0.0155242,0.05,31.3653,-1.25052,13.427,0.561979
94,12,5.75,1.63,0.185,-0.34,232.75,0.339819,0.016991,0.05,31.3653,-1.25052,13.427,0.561979
94,13,5.75,1.63,0.185,-0.34,247.83,0.350707,0.0175353,0.05,31.3653,-1.25052,13.427,0.561979
94,14,5.75,1.63,0.185,-0.34,262.91,0.359568,0.0179784,0.05,31.3653,-1.25052,13.427,0.561979
94,15,5.75,1.63,0.185,-0.34,278.01,0.435076,0.0217538,0.05,31.3653,-1.25052,13.427,0.561979
94,16,5.75,1.63,0.185,-0.34,293.12,0.491099,0.024555,0.05,31.3653,-1.25052,13.427,0.561979
94,17,5.75,1.63,0.185,-0.34,306.95,0.852727,0.0426364,0.05,31.3653,-1.25052,13.427,0.561979
95,0,5.75,1.63,0.185,-0.45,51.94,0.504052,0.0252026,0.05,29.0214,2.46173,9.02703,0.447435
95,1,5.75,1.63,0.185,-0.45,66.86,0.32702,0.016351,0.05,29.0214,2.46173,9.02703,0.447435
95,2,5.75,1.63,0.185,-0.45,81.98,0.290325,0.0145162,0.05,29.0214,2.46173,9.02703,0.447435
95,3,5.75,1.63,0.185,-0.45,97.08,0.281166,0.0140583,0.05,29.0214,2.46173,9.02703,0.447435
95,4,5.75,1.63,0.185,-0.45,112.16,0.276521,0.0138261,0.05,29.0214,2.46173,9.02703,0.447435
95,5,5.75,1.63,0.185,-0.45,127.24,0.306091,0.0153046,0.05,29.0214,2.46173,9.02703,0.447435
95,6,5.75,1.63,0.185,-0.45,142.32,0.275146,0.0137573,0.05,29.0214,2.46173,9.02703,0.447435
95,7,5.75,1.63,0.185,-0.45,157.39,0.27811,0.0139055,0.05,29.0214,2.46173,9.02703,0.447435
95,8,5.75,1.63,0.185,-0.45,172.47,0.298243,0.0149121,0.05,29.0214,2.46173,9.02703,0.447435
95,9,5.75,1.63,0.185,-0.45,187.53,0.283352,0.0141676,0.05,29.0214,2.46173,9.02703,0.447435
95,10,5.75,1.63,0.185,-0.45,202.61,0.303278,0.0151639,0.05,29.0214,2.46173,9.02703,0.447435
95,11,5.75,1.63,0.185,-0.45,217.68,0.283749,0.0141874,0.05,29.0214,2.46173,9.02703,0.447435
95,12,5.75,1.63,0.185,-0.45,232.76,0.277931,0.0138966,0.05,29.0214,2.46173,9.02703,0.447435
95,13,5.75,1.63,0.185,-0.45,247.84,0.258603,0.0129301,0.05,29.0214,2.46173,9.02703,0.447435
95,14,5.75,1.63,0.185,-0.45,262.92,0.265512,0.0132756,0.05,29.0214,2.46173,9.02703,0.447435
95,15,5.75,1.63,0.185,-0.45,278.02,0.314493,0.0157246,0.05,29.0214,2.46173,9.02703,0.447435
95,16,5.75,1.63,0.185,-0.45,293.14,0.363572,0.0181786,0.05,29.0214,2.46173,9.02703,0.447435
95,17,5.75,1.63,0.185,-0.45,308.06,0.472003,0.0236002,0.05,29.0214,2.46173,9.02703,0.447435
96,0,5.75,1.64,0.214,-0.11,7.48,3.9158,0.19579,0.05,23.5556,-74.0846,18.9645,0.559319
96,1,5.75,1.64,0.214,-0.11,22.34,3.82712,0.191356,0.05,23.5556,-74.0846,18.9645,0.559319
96,2,5.75,1.64,0.214,-0.11,37.19,2.97204,0.148602,0.05,23.5556,-74.0846,18.9645,0.559319
96,3,5.75,1.64,0.214,-0.11,52.16,2.16521,0.108261,0.05,23.5556,-74.0846,18.9645,0.559319
96,4,5.75,1.64,0.214,-0.11,67.15,1.57914,0.0789568,0.05,23.5556,-74.0846,18.9645,0.559319
96,5,5.75,1.64,0.214,-0.11,82.16,1.01724,0.0508618,0.05,23.5556,-74.0846,18.9645,0.559319
96,6,5.75,1.64,0.214,-0.11,97.19,0.882965,0.0441482,0.05,23.5556,-74.0846,18.9645,0.559319
96,7,5.75,1.64,0.214,-0.11,112.23,0.650702,0.0325351,0.05,23.5556,-74.0846,18.9645,0.559319
96,8,5.75,1.64,0.214,-0.11,127.27,0.58997,0.0294985,0.05,23.5556,-74.0846,18.9645,0.559319
96,9,5.75,1.64,0.214,-0.11,142.33,0.470848,0.0235424,0.05,23.5556,-74.0846,18.9645,0.559319
96,10,5.75,1.64,0.214,-0.11,157.39,0.394357,0.0197179,0.05,23.5556,-74.0846,18.9645,0.559319
96,11,5.75,1.64,0.214,-0.11,172.46,0.361608,0.0180804,0.05,23.5556,-74.0846,18.9645,0.559319
96,12,5.75,1.64,0.214,-0.11,187.54,0.358442,0.0179221,0.05,23.5556,-74.0846,18.9645,0.559319
96,13,5.75,1.64,0.214,-0.11,202.61,0.389446,0.0194723,0.05,23.5556,-74.0846,18.9645,0.559319
96,14,5.75,1.64,0.214,-0.11,217.67,0.479684,0.0239842,0.05,23.5556,-74.0846,18.9645,0.559319
96,15,5.75,1.64,0.214,-0.11,232.73,0.503675,0.0251838,0.05,23.5556,-74.0846,18.9645,0.559319
96,16,5.75,1.64,0.214,-0.11,247.77,0.633176,0.0316588,0.05,23.5556,-74.0846,18.9645,0.559319
96,17,5.75,1.64,0.214,-0.11,262.81,0.792422,0.0396211,0.05,23.5556,-74.0846,18.9645,0.559319
96,18,5.75,1.64,0.214,-0.11,277.84,1.08912,0.0544562,0.05,23.5556,-74.0846,18.9645,0.559319
96,19,5.75,1.64,0.214,-0.11,292.85,1.55429,0.0777144,0.05,23.5556,-74.0846,18.9645,0.559319
96,20,5.75,1.64,0.214,-0.11,307.84,2.36429,0.118215,0.05,23.5556,-74.0846,18.9645,0.559319
96,21,5.75,1.64,0.214,-0.11,322.81,3.10473,0.155237,0.05,23.5556,-74.0846,18.9645,0.559319
96,22,5.75,1.64,0.214,-0.11,337.66,3.46476,0.173238,0.05,23.5556,-74.0846,18.9645,0.559319
96,23,5.75,1.64,0.214,-0.11,352.52,4.10984,0.205492,0.05,23.5556,-74.0846,18.9645,0.559319
97,0,5.75,1.64,0.214,-0.15,7.71,4.59003,0.229502,0.05,23.1394,-35.8844,17.3645,0.478835
97,1,5.75,1.64,0.214,-0.15,22.63,3.40994,0.170497,0.05,23.1394,-35.8844,17.3645,0.478835
97,2,5.75,1.64,0.214,-0.15,37.13,2.36638,0.118319,0.05,23.1394,-35.8844,17.3645,0.478835
97,3,5.75,1.64,0.214,-0.15,52.04,1.66849,0.0834244,0.05,23.1394,-35.8844,17.3645,0.478835
97,4,5.75,1.64,0.214,-0.15,67.07,1.17246,0.058623,0.05,23.1394,-35.8844,17.3645,0.478835
97,5,5.75,1.64,0.214,-0.15,82.1,0.749554,0.0374777,0.05,23.1394,-35.8844,17.3645,0.478835
97,6,5.75,1.64,0.214,-0.15,97.15,0.594157,0.0297078,0.05,23.1394,-35.8844,17.3645,0.478835
97,7,5.75,1.64,0.214,-0.15,112.2,0.465967,0.0232984,0.05,23.1394,-35.8844,17.3645,0.478835
97,8,5.75,1.64,0.214,-0.15,127.26,0.343865,0.0171932,0.05,23.1394,-35.8844,17.3645,0.478835
97,9,5.75,1.64,0.214,-0.15,142.32,0.287814,0.0143907,0.05,23.1394,-35.8844,17.3645,0.478835
97,10,5.75,1.64,0.214,-0.15,157.39,0.278546,0.0139273,0.05,23.1394,-35.8844,17.3645,0.478835
97,11,5.75,1.64,0.214,-0.15,172.46,0.248425,0.0124213,0.05,23.1394,-35.8844,17.3645,0.478835
97,12,5.75,1.64,0.214,-0.15,187.54,0.280958,0.0140479,0.05,23.1394,-35.8844,17.3645,0.478835
97,13,5.75,1.64,0.214,-0.15,202.61,0.292444,0.0146222,0.05,23.1394,-35.8844,17.3645,0.478835
97,14,5.75,1.64,0.214,-0.15,217.68,0.289657,0.0144829,0.05,23.1394,-35.8844,17.3645,0.478835
97,15,5.75,1.64,0.214,-0.15,232.74,0.334004,0.0167002,0.05,23.1394,-35.8844,17.3645,0.478835
97,16,5.75,1.64,0.214,-0.15,247.8,0.417556,0.0208778,0.05,23.1394,-35.8844,17.3645,0.478835
97,17,5.75,1.64,0.214,-0.15,262.85,0.547073,0.0273537,0.05,23.1394,-35.8844,17.3645,0.478835
97,18,5.75,1.64,0.214,-0.15,277.9,0.682376,0.0341188,0.05,23.1394,-35.8844,17.3645,0.478835
97,19,5.75,1.64,0.214,-0.15,292.93,1.25873,0.0629364,0.05,23.1394,-35.8844,17.3645,0.478835
97,20,5.75,1.64,0.214,-0.15,307.96,1.53584,0.0767918,0.05,23.1394,-35.8844,17.3645,0.478835
97,21,5.75,1.64,0.214,-0.15,322.87,2.4665,0.123325,0.05,23.1394,-35.8844,17.3645,0.478835
97,22,5.75,1.64,0.214,-0.15,337.37,3.31811,0.165906,0.05,23.1394,-35.8844,17.3645,0.478835
97,23,5.75,1.64,0.214,-0.15,352.29,3.63802,0.181901,0.05,23.1394,-35.8844,17.3645,0.478835
98,0,5.75,1.64,0.214,-0.2,8.26,4.44494,0.222247,0.05,22.5902,-16.44,15.3645,0.414216
98,1,5.75,1.64,0.214,-0.2,23.48,3.12861,0.15643,0.05,22.5902,-16.44,15.3645,0.414216
98,2,5.75,1.64,0.214,-0.2,37.27,1.9985,0.0999249,0.05,22.5902,-16.44,15.3645,0.414216
98,3,5.75,1.64,0.214,-0.2,51.94,1.21718,0.0608591,0.05,22.5902,-16.44,15.3645,0.414216
98,4,5.75,1.64,0.214,-0.2,66.99,0.68102,0.034051,0.05,22.5902,-16.44,15.3645,0.414216
98,5,5.75,1.64,0.214,-0.2,82.05,0.464458,0.0232229,0.05,22.5902,-16.44,15.3645,0.414216
98,6,5.75,1.64,0.214,-0.2,97.12,0.384856,0.0192428,0.05,22.5902,-16.44,15.3645,0.414216
98,7,5.75,1.64,0.214,-0.2,112.18,0.299112,0.0149556,0.05,22.5902,-16.44,15.3645,0.414216
98,8,5.75,1.64,0.214,-0.2,127.25,0.273804,0.0136902,0.05,22.5902,-16.44,15.3645,0.414216
98,9,5.75,1.64,0.214,-0.2,142.32,0.234756,0.0117378,0.05,22.5902,-16.44,15.3645,0.414216
98,10,5.75,1.64,0.214,-0.2,157.39,0.199281,0.00996407,0.05,22.5902,-16.44,15.3645,0.414216
98,11,5.75,1.64,0.214,-0.2,172.46,0.220757,0.0110378,0.05,22.5902,-16.44,15.3645,0.414216
98,12,5.75,1.64,0.214,-0.2,187.54,0.203905,0.0101953,0.05,22.5902,-16.44,15.3645,0.414216
98,13,5.75,1.64,0.214,-0.2,202.61,0.203464,0.0101732,0.05,22.5902,-16.44,15.3645,0.414216
98,14,5.75,1.64,0.214,-0.2,217.68,0.223611,0.0111805,0.05,22.5902,-16.44,15.3645,0.414216
98,15,5.75,1.64,0.214,-0.2,232.75,0.256701,0.0128351,0.05,22.5902,-16.44,15.3645,0.414216
98,16,5.75,1.64,0.214,-0.2,247.82,0.297188,0.0148594,0.05,22.5902,-16.44,15.3645,0.414216
98,17,5.75,1.64,0.214,-0.2,262.88,0.402185,0.0201093,0.05,22.5902,-16.44,15.3645,0.414216
98,18,5.75,1.64,0.214,-0.2,277.95,0.502397,0.0251199,0.05,22.5902,-16.44,15.3645,0.414216
98,19,5.75,1.64,0.214,-0.2,293.01,0.71453,0.0357265,0.05,22.5902,-16.44,15.3645,0.414216
98,20,5.75,1.64,0.214,-0.2,308.06,1.07916,0.0539578,0.05,22.5902,-16.44,15.3645,0.414216
98,21,5.75,1.64,0.214,-0.2,322.73,2.11066,0.105533,0.05,22.5902,-16.44,15.3645,0.414216
98,22,5.75,1.64,0.214,-0.2,336.52,2.83747,0.141874,0.05,22.5902,-16.44,15.3645,0.414216
98,23,5.75,1.64,0.214,-0.2,351.74,4.40489,0.220244,0.05,22.5902,-16.44,15.3645,0.414216
99,0,5.75,1.64,0.214,-0.26,25.19,2.56967,0.128484,0.05,21.8565,-6.2329,12.9645,0.354557
99,1,5.75,1.64,0.214,-0.26,37.58,1.58912,0.0794561,0.05,21.8565,-6.2329,12.9645,0.354557
99,2,5.75,1.64,0.214,-0.26,51.84,0.797418,0.0398709,0.05,21.8565,-6.2329,12.9645,0.354557
99,3,5.75,1.64,0.214,-0.26,66.93,0.491702,0.0245851,0.05,21.8565,-6.2329,12.9645,0.354557
99,4,5.75,1.64,0.214,-0.26,82.01,0.34724,0.017362,0.05,21.8565,-6.2329,12.9645,0.354557
99,5,5.75,1.64,0.214,-0.26,97.09,0.261834,0.0130917,0.05,21.8565,-6.2329,12.9645,0.354557
99,6,5.75,1.64,0.214,-0.26,112.16,0.211024,0.0105512,0.05,21.8565,-6.2329,12.9645,0.354557
99,7,5.75,1.64,0.214,-0.26,127.24,0.197566,0.0098783,0.05,21.8565,-6.2329,12.9645,0.354557
99,8,5.75,1.64,0.214,-0.26,142.31,0.208339,0.0104169,0.05,21.8565,-6.2329,12.9645,0.354557
99,9,5.75,1.64,0.214,-0.26,157.39,0.200448,0.0100224,0.05,21.8565,-6.2329,12.9645,0.354557
99,10,5.75,1.64,0.214,-0.26,172.46,0.189823,0.00949117,0.05,21.8565,-6.2329,12.9645,0.354557
99,11,5.75,1.64,0.214,-0.26,187.54,0.188676,0.00943378,0.05,21.8565,-6.2329,12.9645,0.354557
99,12,5.75,1.64,0.214,-0.26,202.61,0.208445,0.0104223,0.05,21.8565,-6.2329,12.9645,0.354557
99,13,5.75,1.64,0.214,-0.26,217.69,0.188431,0.00942157,0.05,21.8565,-6.2329,12.9645,0.354557
99,14,5.75,1.64,0.214,-0.26,232.76,0.211209,0.0105604,0.05,21.8565,-6.2329,12.9645,0.354557
99,15,5.75,1.64,0.214,-0.26,247.84,0.217673,0.0108837,0.05,21.8565,-6.2329,12.9645,0.354557
99,16,5.75,1.64,0.214,-0.26,262.91,0.274005,0.0137003,0.05,21.8565,-6.2329,12.9645,0.354557
99,17,5.75,1.64,0.214,-0.26,277.99,0.349883,0.0174942,0.05,21.8565,-6.2329,12.9645,0.354557
99,18,5.75,1.64,0.214,-0.26,293.07,0.52937,0.0264685,0.05,21.8565,-6.2329,12.9645,0.354557
99,19,5.75,1.64,0.214,-0.26,308.16,0.78606,0.039303,0.05,21.8565,-6.2329,12.9645,0.354557
99,20,5.75,1.64,0.214,-0.26,322.42,1.52646,0.0763232,0.05,21.8565,-6.2329,12.9645,0.354557
99,21,5.75,1.64,0.214,-0.26,334.81,2.517,0.12585,0.05,21.8565,-6.2329,12.9645,0.354557
100,0,5.75,1.64,0.214,-0.34,37.97,1.01934,0.0509668,0.05,20.6608,-0.090519,9.76449,0.286741
100,1,5.75,1.64,0.214,-0.34,51.74,0.586126,0.0293063,0.05,20.6608,-0.090519,9.76449,0.286741
100,2,5.75,1.64,0.214,-0.34,66.87,0.328667,0.0164333,0.05,20.6608,-0.090519,9.76449,0.286741
100,3,5.75,1.64,0.214,-0.34,81.97,0.221575,0.0110788,0.05,20.6608,-0.090519,9.76449,0.286741
